amzn1.account.AGKWBHVKAXOGUB4X5BT2ZV2SJPZQ	B07G8DLK1L,B00CKJG7NS,B07JQGNC39,B07J6Q2BPF,B01MZYT1SY,B07GRRZ24K,B07GJ42DB2,B07HH5YV6K,B0713RDBL2,B07GQTRRFL,B0777KZBVJ,B07G7F3CTB,B07H7NQR85,B07H7NQR85,B07HZ1DLHM,B07G45PP87,B07FCQ6N8T,B07JD39DBM,B07F6HDYP5,B07DHSJB9C,B07CZ1THSR,B07HFGXS1H,B07D57KLHK,B07HNJRW4S,B07G34H99N,B07F9M89PY,B06XVMBJHS,B073CMZD1K,B07FS1DKJR,B07BVSZK4Z,B0727YVQQ6,B07FK5HM8K,B0765D1SH9,B07F785JCV,B07CB3ZFWZ,B07DJYH54N,B07HBDC5DS,B07DVZJB3D,B07CV4DNBT,B07BJFTH64,B07B4HKLFK,B01LK0HQDW,B07FTNCB8C,B0777JD5DD,B01M9BFLVR,B07FTVV16D,B07DR5BGR8,B07DWZPY23,B07FT36B8D,B07FSLHW1N,B07DPNB6T5,B0798XT6JJ,B000Y1BGN0,B07FVSHQD7,B07FS1DKJR,B075HJ8L9Z,B07D29TW3Z,B07F2NN6TM,B07G2SPZ6G,B076CK9F7P,B07D7ZV9J9,B07GFVDSJX,B07HJYN8P3,B0753YMRCL,B07DJYH54N,B07D7H5VKF,B071HW7WGS,B00TEPN5TA,B01FWIFRL6,B06Y1WYHZM,B07J6FW99S,B00WSE81K2,B07HPCC5FS,B07H7PH33T,B07HXTCGQG,B07JW4Y67L,B07JFW8YSP,B07JF2DSL5,B07G7F3CTB,B07CH81RGS,B07FCQQXFL,B07JBC7YMY,B07G3JN3S4,B01MD2D7ZG,B07DX3BW39,B079GCQN65,B07HKW2BS8
amzn1.account.AEK5CJD3GPIZLCG4IYNJEGLCN33A	B00KM4GSPA,B06Y4YK89Y,B0007ZIYXS,B0065ERNDM,B06XJMJWZH,B0009XCNDA,B079665VTM,B078HG4L39,B01MXPMF0A,B00MEA746W,B071J9XPJL,B01F9IS2Y8,B01NCJSM2T,B077XN54HC,B077XMLJPX,B00BK9PE4C,B073MY9Z87,B019YM2E62,B075GJ2X9B,B078WBXBHY,B01M58TPUQ,B004754KFK,B071LKVDD7,B01EFLOZFK,B01JOHHXBS,B01MA5WIF4,B06W9LG8J7,B01G1J8ADM,B00NGYBMOK,B00OYUZRIW,B000A6Z946,B0182PFTLE,B001F9P7LC,B01MQ5JIF0,B01M6B1O68,B01MR38647,B0725T7WW6,B01BWJX3U6,B01ISPBRNW,B00NCDZT8K,B001O01PDG,B06VTS9Z8L,B06XKL1XS3,B018ZSRBKA,B01CQ9723K,B01FUNKBVY,B00UJ2HNR2,B003X0WYWQ,B01N1UV4D4,B0024AKCTS,B000CKGAV6,B000AM8BLI,B012UG0ZL0,B007YU6EVI,B01MQVR9V7,B01HCDUUKW,B00PW6ZFNE,B01ANSJUTK,B01KJHLR3C,B016785B5C,B01G5JPDEC,B00GUU36A0,B01HP2MZ0I,B00A8O07JC,B06X6K37Q6,B01INPHV32,B01C91KTSU,B000KKXGBK,B017UY91A8,B004OAMHGC,B001FA0XVK,B0184ZXV5I,B01H9DSYTO,B01MTW68Z4,B01LYQKZWR,B00PCEHB9W,B00UB7THCE,B008N1VXPE,B005EK3YRW,B00SQ53BB6,B00D2WM5HE,B00BI2CIVS
amzn1.account.AHFXG4MYFDSVQVUFFSQKEPMHIL7A	B07FL439ZQ,B07FNQ5NH4,B076QJNK8G,B01M0BEM1T,B06ZZCQ9JT,B07DL7FQ52,B071ZDHR2Z,B078SS3CTY,B01FT3MTBK,B07923VM88,B079LY2LPF,B0769G7X7N,B0014KVJ28,B075V3MC1Q,B078J3SRR4,B01CEZ3O7E,B01MY7LPUI,B01EIHQP1I,B01CHIAUR0,B071JWLNCY,B01N5G5PG2,B00ZV9RDKK,B073SQYXTW,B01E6RE3A0,B071J4XWQR,B06XDKGPDL,B07336ZY6S,B00VJSLUJC,B077GVX6H5,B01M23NQBD,B009LQ8X58,B072KMQ7WW,B071DZQLPQ,B075JCFG6S,B01M219PQG,B075RSCY9Y,B075Q4DPYF,B00LI6CXZA,B071KDB3R6,B0719M7T29,B01MRWTN3A,B01H2JG57I,B071CPV74B,B00R9IJKE8,B00T01RSC8,B01LNLPOGE,B016A3ABWM,B01LL8BRRE,B00P03D4D2,B015TJD0Y4,B01MUNB46A,B06XBWFGGJ,B072BXCJJL,B00QZLV03O,B071H8PR61,B012W3SKPE,B0722PVBL6,B01MG4WNUK,B01D3SPLDG,B01D3QWQ9K,B0716YQNQF,B0196PVYCC,B01N2JB932,B01MY4QFCR,B000EVYGZA,B01LWCW3WY,B01HB1G6DK,B017G3ZUMQ,B00LGHXI0A,B01GANYMTK,B01MG9JIHK,B06XYCY8RQ,B00A8P6GBE,B00A8P6GOG,B008S0C214,B06XWFG35X,B01LWJ6LUZ,B01LXI4V8D,B01HU3Q6F2,B01LX8MJU0,B01MCWXJS9,B01M2Y9234,B00R20MPW2,B005K17RU0,B006WQLH7G,B01N00IOY8,B007VUCAVO,B006TH5I28,B01BGYEOYG,B01HLHT6GI,B01JRQ6FI8,B008K6HN8I,B01N5FBWJQ,B01ARN28SQ,B01FPRT53A,B00KIFO0U8,B00N4OBJAO,B01HT1BW0E,B00ZTTNAZ4,B00ENRCK18,B00QSW6UJE,B00B3T65D8,B01GYDI6WK,B01KHV4LZQ,B01MAWG5HD,B00JWP8F3I,B01KUB6XGS,B01HVKDTKE,B00UAH3LSG,B00IJ643MI,B01LRX2MC2,B01IRR0VCE,B01N74SK0W,B000FKFUL4,B01KV070VU,B00CJJAQV8,B01H0LDVX4,B00GGQCS9I,B01HP6O80O,B00DW8BPRE,B00REJD60Q,B001BDZ08M,B00NMW9LY4,B01AM6ZYP2,B00YZKN2RY,B00CFX7Z58,B010PUPRFC,B000BSWECS,B004HJIWOG,B0168C5BJ8,B0146THSZK,B0146U6W3I,B0146UP1KI,B01AW8M2T6,B00KA3OPLW,B016OU8VNM,B004BNC5PU,B00NBH6GKW,B00N28818A,B006E0QAFY,B003FO0LG6,B0118QC1BA,B008E07LCS,B00XMPQCJI,B00CQU2Y1K,B00TNNTQZK,B0029KJ7YO,B017CUYCWW,B019GYYG32,B004ACBSZA,B016N92N7E,B014P07LHU,B014THFEKK,B0145NSP40,B014H65BH4,B004I8MTCM,B00NG8EJOG,B00FC1ZCM8,B014U488RI,B0151QYYYU,B017LVWB7U,B00ODEINHG,B017APVGL4,B00Y98Y3FC,B010MWEUII,B0153VNQ6K,B00XZGRIII,B00J3JSEG6,B00YA214N6,B00K5QVBCU,B003LHIB7I,B00L9PQC9S,B00TI2HPLS,B004LZF2LW,B00GYIH46U,B0019KMKAI,B004ASBOS0,B00EZRT4EW,B003YCDF80,B00ESAGVLK,B00EXLOFIK,B00H55SK5A,B00GM25A4Q,B00H6V3SK0,B00H1D4Q3Q,B00I3XN0TO,B00H9KMWNM,B00FEOLFQU,B00GHGMCN4,B001NXDFDM,B008BMJ8M0,B005CLKAK2,B00AX9F47M,B001J3ZUQ6,B005K4PZSS,B00B42PB1G,B004LYEFR0,B00CJJ68GA,B0071QWMQ6,0977075133,B0037YOMWS,B001BCRRX4,B0095XC6LO,B003I2ZPFC,B004I8SMOQ,B004WJTL6O,B008MPHQOS,B009J2J498,B001T77WW2,B007KPTYCI,B0006HVVFK,B002HEWMD0,B0035HB5KO,B007QYV8OU,B008G5HL0S,B009XUBVMY,B0065QGQN8,B008079JRK,B009G304KS,B008LR7IY0,B0091QBCK6,B00AI5XY3M,B0073LFSX8,B004D19JL8,B001OBSBM8,B006OR6BN8,B0009RSNXU,B0054TP2BO,B0041QM70A,B006JFYRHW,B0078QUEJG,B007Y9RBX4,B000BUI76S,B007RNCLBY,B005GIAD2Q,B004KAB8CK,B007HTGSPS,B005O0FZT2,B0067Z6BNC,B004VM1T5S,B000BF1396
amzn1.account.AGSBTBTLARLFLKRICMBPJSMNTHKQ	B004XR97F0
amzn1.account.AH32HRXPZX2H5GBQDBJMU7A6PZZQ	B0002BEYIQ,B076FF51L2,B01N10D0VX,B01LP9T4XS,B00C6EXNRA,B00I3YLHAC,B002XFWYUY,B00C7MWQS8,B0169EB180,B00WJ042EO,B00809TWRU,B012UPD2IE,B00LG6DQUI,B001F0QWQ0,B008HKVZEU
amzn1.account.AFIJZ2VKGP7ZZC6QJ4UBDMYTNF2A	B002E3Z3L2,B000WU36EA,B0012JI3X4,B000K2EFEU,B00006411G,B001O0TZQK,B003VPCLT4,B00FI127PC,B001V6422Y,B000FL9E6U,B003TJAGO4,B0015YR0LC,B000J38HZ8,B003ZFR75S,B0034372BA,B000C5608O,B000C57Z42,B0001XGQTA,B004NB8DX8,B005FFUMWG,B004XC6GJ0
amzn1.account.AHZ6MI3N3KTUPRJ6HWGSPEYXTLPQ	B004XH5YX4,B00ZG0KEVO,B001QV1AUG,B001TH8X4S,B00MBE2XZ8,B003MRAVH0,B00IK590UI,B00O5AV4HY,B005SH5FJG,B0005ZX5F2,B004ZVN78C,B008673164,B004J0EJCM,B00004XSF7,B009Y7MJVS,B004GCSMKS,B0060FM4GC,B003YFHCKY,B004QX68SK,B0006HVWB8,B004GXAK2K,B0040ZOI1S,B001F51QE8,B008277M0Y,B004PBBSWO,B000Q9YXLW,B003CYL5G4,B007EWVL1O,B00403NQBI,B00006IE2D,B001D0GVAO,B001CDVE72
amzn1.account.AFXZSP3PMIGXKISISPNMNZ7YFFLQ	0718097572,0718097866,0718097823,B074WG4QTT,B00TQ3272G,B073RB8LYB,157258419X,1611045177,B007WL0JUQ,B00L6MIRYW,B00UPL7XKE,B00IXVH2MC,B0049MXKZM,B0113MN4T2,B00UPL4E4C,B00GXHZC1G,B000G2515Q,B00XMUMR42,B00KM61F88,B003375YK8,B005KR3KT6,B00Y0J97ZQ,B001NI4JK0,B0018Z8D64,B00CHNND4I,B00UX3BGF2,B01DQ3BD0S,B000GMH2VW,B007ZQRDQ6,B00C73HFGU,B00HX03AMA
amzn1.account.AHVT4HJVZKONARBLJBT35AAPV7KA	B0009YJ3QE,B01BFC7RWU,B0731DVRKN,B00N5ZSAH2,B000634818,B00VMH7PQM,B003R0Y08S,B00PDDG1TS,B002CAF3PS,B01K6T7AFM,B000BQM01K,B002LEY2PW,B00EQ9DDR8,B01GJYTEDE,B013YXL5GW,B006V81CES,B00KY98S2O,B01DPLDZY8,B01DLLJ8CU,B01DSR5YD4,B01LZYQ0XR,B013E9L4ZS,B0071SRFV6,B004VA0IP2,B00NJWY3M2,B0080YB1W4,B00RH51SHA,B008Y768XO,038535181X,B00R1OC3NU,B0011UIPIW,B0002H4YUI,B00063678K,B00LLGPRIC,B00008WT49,B006W6YHV4,B009OCBBJY,B00447G2O8,B001CCXIFO,B000H8YTJI,B00CYX54C0,0793525446,B00K0E8YH2,B00OX18O00,B0018C97FS,B0002DIO3A,B0017JG5X4,B00II6UVH0,B00292BM7C,B007749KWQ,B002DXEQXO,B00EE65KU6,B000AOOR3C,B00BI79TWE,B000084E6V,B003F76Y6O,B0002AR0I8,B003UDVEQ8,B009S13392,B008LMROJ4,B0009YN3GU,B005D4N7GW,B0045ILS7M,B000P7JKD6,B001E5E0SI,B000Y8WSM6,B00AFR0ILE,B0069CZDQO,B001RMRASK,B004BG29PS,B004SUIM4E,B001W6Q4W4,B003ELOSI2,B00378KMH8,B00074H6UG,B000A7B4CQ,B0015ASJIY,B001V9LPT4,B0011Z23XK,B0000AE6G9,B000R5NRCG,B000FIAU8O,B000MVBV2S,B00141AYIC,B000H35S4S,B0000TFGWS,B0001IVB1S,B00006J03K,B00007AKAZ,B000063XKO,B00006HTJF,B000068PBK,B00000JGRT
amzn1.account.AGGC6SGWPHE5EBOBAG76RO6Q2VOQ	B00JZO33YM,B00JPV5G6S,B00SKCAIWA,B00RWG27XI,B01BX10BFI,B00E64WE0K,B000000TDH,1886705224,1933535067,3866093284,1933535040,B00NE56CG4,B002YHZG1U,B004XR97F0,B005LTBCKM,B002G9TULI,0801868599,B002BO2R4K,B0009K6ZUK,B00020S7XK,B002HGF0J6,B000HARTYI,B0002IWCAQ
